id,delinq_2yrs,earliest_cr_line2,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
519757,0,2005-05-01,0,NA,NA,6,0,6543,0.27,12,9026,8384,7450,1576,0,0,0,2015-03-01,592,2015-12-01
519760,0,2000-01-01,2,NA,NA,9,0,4807,0.801,28,8955,8530,7200,1755,0,0,0,2013-03-01,3920,2016-03-01
519766,0,1984-11-01,0,45,NA,7,0,40847,0.682,13,21056,16315,11138,9108,0,811,9,2013-03-01,614,2013-08-01
519771,0,1997-12-01,0,NA,NA,6,0,3253,0.161,25,8506,8506,7200,1306,0,0,0,2015-06-01,154,2015-08-01
519784,0,2004-07-01,2,NA,NA,6,0,14733,0.645,14,18986,16857,16025,2961,0,0,0,2013-06-01,536,2013-06-01
519790,0,1978-06-01,0,29,NA,13,0,13685,0.201,28,22048,19932,20000,2048,0,0,0,2012-03-01,9545,2016-04-01
519824,0,1999-10-01,2,NA,NA,14,0,2856,0.045,23,3899,3899,3500,399,0,0,0,2013-06-01,118,2015-08-01
519857,0,2002-03-01,1,NA,NA,8,0,7775,0.777,17,1365,1351,679,687,0,0,0,2011-02-01,172,2016-05-01
519868,0,1992-10-01,1,NA,NA,12,0,1762,0.086,34,3225,3225,3000,225,0,0,0,2011-12-01,1666,2011-08-01
519870,0,1994-05-01,0,48,NA,14,0,7018,0.267,26,13829,13771,12000,1829,0,0,0,2012-05-01,5213,2015-08-01
519873,0,1998-03-01,1,NA,NA,6,0,2628,0.144,8,10599,9618,10000,599,0,0,0,2011-12-01,303,2011-12-01
519880,0,2002-11-01,3,NA,NA,7,0,3749,0.893,21,385,385,295,76,14.94246996,0,0,2011-05-01,22,2016-05-01
519893,0,2003-06-01,1,NA,NA,9,0,14098,0.647,14,24954,23828,17500,7454,0,0,0,2015-02-01,2088,2015-02-01
519899,0,1997-01-01,0,75,NA,8,0,4791,0.289,24,3361,3361,3000,361,0,0,0,2013-06-01,105,2016-05-01
519900,0,1990-02-01,1,NA,NA,9,0,19092,0.213,34,8941,8864,7500,1441,0,0,0,2015-06-01,178,2016-05-01
519928,0,1989-03-01,0,34,NA,14,0,22391,0.425,40,6758,6467,6000,758,0,0,0,2013-06-01,199,2013-06-01
519930,0,2006-03-01,0,NA,NA,4,0,972,0.237,7,2713,2713,2400,313,0,0,0,2012-10-01,50,2015-06-01
519936,0,2003-03-01,0,NA,NA,9,0,6644,0.181,17,11201,10329,10000,1201,0,0,0,2013-06-01,341,2013-06-01
519950,0,2001-11-01,0,NA,NA,11,0,24028,0.618,24,15395,13371,14400,995,0,0,0,2011-05-01,8928,2015-03-01
519954,0,1999-09-01,3,NA,NA,12,0,3270,0.102,32,20045,13757,15500,4545,0,0,0,2015-06-01,354,2015-06-01
519958,0,1989-05-01,0,NA,NA,9,0,3552,0.115,16,6088,6088,5500,588,0,0,0,2013-03-01,702,2016-05-01
519960,0,1984-10-01,3,NA,NA,18,0,21655,0.778,49,3564,3514,1629,1920,0,16,6,2011-03-01,397,2016-05-01
520008,0,2004-04-01,2,40,NA,7,0,2697,0.599,17,162,162,0,0,0,162,2,,0,2010-11-01
520013,0,1996-01-01,2,NA,NA,8,0,5869,0.234,21,31634,31009,24000,7616,18.22000019,0,0,2015-04-01,2704,2015-05-01
520026,0,1998-09-01,1,66,NA,22,0,15801,0.214,62,2651,2487,1273,1039,14.99303729,325,4,2011-06-01,194,2011-11-01
520029,0,2004-11-01,2,NA,NA,11,0,13248,0.359,19,9812,9724,8400,1412,0,0,0,2012-03-01,4197,2014-12-01
520055,0,1997-10-01,0,59,NA,9,0,26317,0.795,14,31786,31627,25000,6786,0,0,0,2013-07-01,937,2013-07-01
520061,0,1987-02-01,1,NA,NA,5,0,20647,0.551,20,9014,8175,7500,1514,0,0,0,2015-02-01,751,2015-02-01
520065,0,2003-10-01,1,NA,NA,13,0,989,0.023,30,12301,11096,12000,301,0,0,0,2010-09-01,11527,2010-09-01
520090,0,2006-09-01,0,NA,NA,5,0,4418,0.409,11,1098,1098,144,52,0,902,316,2010-12-01,33,2016-05-01
520091,0,1999-09-01,2,44,NA,6,0,6353,0.643,16,4164,4133,2586,1244,0,335,4,2011-05-01,349,2016-05-01
520100,0,1991-11-01,2,NA,NA,4,0,9289,0.338,11,5587,5531,5000,587,0,0,0,2011-06-01,3728,2016-04-01
520102,0,1989-10-01,0,NA,NA,10,0,23529,0.488,31,17358,4852,17175,183,0,0,0,2010-07-01,17360,2014-03-01
520122,0,2002-04-01,0,NA,NA,15,0,2352,0.603,22,19749,19542,16000,3749,0,0,0,2013-06-01,572,2013-06-01
520125,0,1999-08-01,1,NA,NA,7,0,5903,0.767,12,7227,7223,6500,727,0,0,0,2012-02-01,524,2012-04-01
520129,0,2006-12-01,1,NA,NA,3,0,2071,0.828,3,3762,3762,3000,762,0,0,0,2013-06-01,107,2013-06-01
520136,0,2000-04-01,0,NA,NA,8,0,15553,0.823,23,24138,23385,16150,7988,0,0,0,2015-02-01,1994,2015-02-01
520137,0,2000-12-01,1,NA,NA,11,0,19165,0.512,20,15668,11704,12650,3018,0,0,0,2013-02-01,7086,2013-11-01
520138,0,1988-02-01,0,NA,NA,12,0,22417,0.527,24,13804,13562,12000,1804,0,0,0,2012-10-01,3379,2015-09-01
520164,0,1996-11-01,0,NA,NA,6,0,20466,0.466,17,8887,4806,5974,2913,0,0,0,2013-02-01,35,2016-04-01
520169,0,2003-11-01,1,NA,21,6,1,5527,0.877,10,3723,3723,3000,723,0,0,0,2013-06-01,109,2013-06-01
520184,0,2007-01-01,0,NA,NA,8,0,6596,0.515,11,12154,12154,9600,2554,0,0,0,2014-05-01,371,2016-03-01
520187,0,1989-11-01,0,NA,NA,12,0,2811,0.056,30,12042,11765,10500,1542,0,0,0,2013-02-01,5599,2013-02-01
520202,1,2000-09-01,1,23,NA,12,0,8372,0.349,26,12184,11095,9000,3184,0,0,0,2013-02-01,5340,2013-06-01
520223,0,2001-01-01,0,45,NA,15,0,12732,0.624,27,1417,1401,697,721,0,0,0,2011-03-01,159,2016-05-01
520236,1,2002-09-01,0,4,NA,10,0,508,0.032,21,9345,9345,8000,1345,0,0,0,2013-07-01,266,2014-06-01
520264,0,2002-12-01,0,NA,NA,11,0,464,0.044,23,1180,1180,1000,180,0,0,0,2014-04-01,288,2016-02-01
520285,0,2002-12-01,2,NA,NA,7,0,4386,0.935,9,5309,5309,5000,309,0,0,0,2010-12-01,4468,2014-10-01
520295,0,2004-10-01,0,NA,NA,3,0,1899,0.38,9,2539,2539,2400,139,0,0,0,2011-07-01,138,2015-04-01
520298,0,2004-10-01,0,NA,NA,10,0,8675,0.933,13,7468,7468,5000,2468,0,0,0,2014-09-01,1202,2016-05-01
520311,1,2005-06-01,2,18,NA,3,0,924,0.77,7,4831,4831,4000,831,0,0,0,2012-02-01,2166,2015-04-01
520318,0,1995-08-01,0,NA,NA,12,0,49975,0.485,30,18489,18376,15100,3389,0,0,0,2012-05-01,10842,2016-01-01
520338,0,1999-12-01,1,NA,NA,6,0,4311,0.464,8,2370,2370,2000,370,0,0,0,2013-06-01,72,2013-06-01
520417,0,2006-05-01,3,NA,NA,3,0,7905,0.964,9,605,586,82,145,0,379,4,2010-07-01,228,2010-11-01
520425,0,1995-09-01,2,NA,NA,9,0,7527,0.464,16,12452,11896,12000,452,0,0,0,2011-02-01,2628,2015-06-01
520427,0,1996-12-01,1,NA,NA,6,0,10111,0.371,16,14831,13557,12225,2606,0,0,0,2015-06-01,260,2015-10-01
520433,0,1994-02-01,0,NA,NA,10,0,1664,0.055,24,8740,8631,8000,740,0,0,0,2012-09-01,870,2012-08-01
520435,0,2004-06-01,1,NA,NA,9,0,11959,0.534,14,14038,13481,10225,3813,0,0,0,2014-03-01,796,2014-03-01
520447,0,1994-09-01,2,24,NA,8,0,17546,0.798,29,815,739,381,435,0,0,0,2011-03-01,91,2016-05-01
520473,1,2001-05-01,0,8,NA,8,0,8699,0.283,19,13293,13091,11000,2293,0,0,0,2013-06-01,398,2013-06-01
520482,0,1997-10-01,3,NA,NA,12,0,6696,0.33,25,10944,9511,8825,2119,0,0,0,2013-04-01,4624,2016-05-01
520484,0,1996-09-01,2,55,NA,5,0,1734,0.619,11,6922,6922,5000,1922,0,0,0,2014-01-01,1939,2016-04-01
520534,0,1994-03-01,0,52,NA,9,0,845,0.02,26,9455,8090,9000,455,0,0,0,2011-03-01,8028,2016-05-01
520539,0,1993-11-01,2,NA,NA,11,0,7796,0.143,35,9006,8242,7575,1431,0,0,0,2014-11-01,1201,2014-11-01
520544,0,2002-08-01,2,NA,NA,4,0,2030,0.58,5,13325,7142,11725,1600,0,0,0,2011-08-01,9883,2016-04-01
520545,0,2002-10-01,0,30,NA,9,0,1900,0.352,13,2402,2402,2100,302,0,0,0,2012-09-01,329,2012-09-01
520556,0,1995-07-01,0,63,NA,11,0,2036,0.075,33,31604,31254,25000,6604,0,0,0,2013-03-01,3501,2013-03-01
520567,0,1997-10-01,0,28,NA,8,0,8084,0.685,16,9378,9076,8000,1378,0,0,0,2013-06-01,275,2013-06-01
520570,0,1999-02-01,3,42,NA,8,0,3203,0.517,16,4343,4343,3500,843,0,0,0,2013-06-01,125,2016-02-01
520604,0,2004-05-01,0,NA,NA,8,0,12312,0.631,12,14669,14466,10500,4169,0,0,0,2014-04-01,3461,2016-02-01
520605,0,2000-12-01,3,NA,NA,10,0,29810,0.498,17,9834,9317,4980,4202,0,653,7,2012-06-01,384,2012-11-01
520610,0,1988-04-01,1,NA,NA,8,0,9895,0.814,25,14634,13930,13000,1634,0,0,0,2011-12-01,7446,2011-12-01
520620,0,1995-12-01,0,NA,NA,11,0,32036,0.558,35,16380,15973,15000,1380,0,0,0,2011-06-01,11016,2015-05-01
520631,0,2005-07-01,0,NA,NA,3,0,1520,0.608,3,13703,12748,9225,4478,0,0,0,2015-06-01,261,2015-06-01
520653,0,1998-09-01,3,43,NA,11,0,15570,0.771,20,20952,20912,15000,5952,0,0,0,2013-03-01,8799,2013-03-01
520669,0,1996-08-01,0,NA,NA,7,0,71338,0.813,10,23920,23155,15975,7945,0,0,0,2015-06-01,421,2016-05-01
520689,0,1999-09-01,0,NA,NA,7,0,6738,0.63,24,495,464,401,94,0,0,0,2010-08-01,248,2016-05-01
520691,0,2005-11-01,1,NA,NA,3,0,3814,0.553,3,1376,1376,1200,176,0,0,0,2011-07-01,874,2011-07-01
520698,0,1983-09-01,5,NA,NA,14,0,876,0.007,51,11091,6753,7009,4082,0,0,0,2012-08-01,163,2016-05-01
520764,0,1997-07-01,1,NA,NA,18,0,21394,0.469,30,15961,15780,2694,2808,0,10460,264,2011-09-01,368,2011-12-01
520770,0,1986-07-01,3,76,NA,21,0,7986,0.35,32,18127,17675,15000,3127,0,0,0,2013-06-01,554,2015-05-01
520782,0,1983-09-01,0,NA,NA,9,0,15176,0.857,20,17740,6785,15050,2690,0,0,0,2012-01-01,11620,2016-04-01
520784,0,1983-09-01,0,NA,NA,8,0,4206,0.14,23,8693,8450,7500,1193,0,0,0,2013-10-01,2949,2013-10-01
520804,0,2001-01-01,0,NA,NA,2,0,1646,0.823,5,2512,2512,2000,512,0,0,0,2013-10-01,844,2013-10-01
520811,0,1997-05-01,0,52,NA,7,0,2701,0.126,27,14207,14004,12000,2207,0,0,0,2013-04-01,1186,2013-04-01
520827,0,1992-10-01,3,NA,NA,15,0,20955,0.641,36,9983,8606,5382,4589,0,13,0,2012-03-01,476,2016-05-01
520831,0,2004-02-01,0,NA,NA,6,0,3438,0.982,13,1498,1498,1000,498,0,0,0,2015-06-01,28,2015-06-01
520839,0,1998-10-01,0,NA,NA,6,0,28677,0.916,17,10095,10067,8500,1595,0,0,0,2012-06-01,3509,2015-09-01
520852,0,1980-09-01,1,26,NA,21,0,31158,0.746,48,37193,31917,25000,12193,0,0,0,2014-11-01,4763,2016-05-01
520859,1,2002-06-01,1,18,NA,4,0,75,0.25,9,552,544,229,108,0,215,3,2010-08-01,169,2011-01-01
520867,0,1979-09-01,1,NA,NA,11,0,5074,0.208,39,6931,6931,6500,431,0,0,0,2011-09-01,338,2016-05-01
520869,0,2005-01-01,0,NA,NA,5,0,1488,0.425,6,6433,6198,5000,1433,0,0,0,2014-10-01,972,2015-03-01
520893,0,1997-07-01,1,59,NA,6,0,14904,0.892,33,6570,6494,6500,70,0,0,0,2010-07-01,6570,2010-07-01
520899,0,1988-03-01,2,NA,NA,10,0,42972,0.569,34,348,243,237,112,0,0,0,2010-09-01,117,2016-05-01
520917,0,2000-11-01,0,NA,NA,7,0,3146,0.524,12,22818,22706,16000,6818,0,0,0,2015-06-01,406,2015-07-01
520920,0,1998-07-01,1,NA,NA,8,0,5596,0.602,20,5925,5925,5000,925,0,0,0,2013-06-01,176,2015-04-01
520923,0,1995-06-01,0,NA,NA,5,0,1909,0.225,23,18273,16092,15825,2448,0,0,0,2012-04-01,57,2015-07-01
520927,0,1995-09-01,0,NA,NA,14,0,11388,0.918,37,5567,5567,4800,767,0,0,0,2013-06-01,170,2014-02-01
520939,0,2001-08-01,0,NA,NA,8,0,1321,0.083,24,1732,665,615,420,0,698,7,2010-09-01,346,2011-02-01
520952,0,1999-09-01,1,54,45,4,1,614,0.512,13,8951,8773,7200,1751,0,0,0,2013-06-01,266,2013-06-01
520964,0,1997-03-01,0,NA,NA,11,0,19418,0.096,39,12633,11660,12000,633,0,0,0,2011-04-01,9299,2015-08-01
520975,0,1991-04-01,1,NA,NA,7,0,20848,0.521,25,18261,17183,15000,3261,0,0,0,2013-01-01,8580,2013-02-01
520990,1,1995-06-01,0,18,NA,11,0,10610,0.517,39,14371,14276,10000,4371,0,0,0,2015-04-01,747,2016-05-01
521001,0,1997-12-01,0,31,NA,2,0,109,0.054,9,29026,27689,20500,8526,0,0,0,2014-10-01,4189,2014-10-01
521004,0,2000-10-01,0,29,NA,23,0,4462,0.075,35,7784,7429,6000,1784,0,0,0,2014-10-01,1140,2016-05-01
521028,0,1989-09-01,1,50,NA,30,0,8791,0.181,80,12513,12513,10000,2513,0,0,0,2013-03-01,1375,2015-12-01
521056,0,1993-09-01,1,24,NA,9,0,2896,0.141,28,3403,3329,2055,1331,0,18,6,2011-10-01,213,2016-05-01
521074,0,1994-06-01,3,NA,NA,5,0,5903,0.856,28,2695,2695,2300,395,0,0,0,2013-04-01,229,2015-11-01
521079,0,1991-12-01,0,NA,NA,10,0,20190,0.74,27,14336,12269,10475,3861,0,0,0,2015-06-01,241,2016-05-01
521104,0,1998-11-01,0,NA,NA,6,0,12939,0.386,9,9831,9754,8175,1656,0,0,0,2015-06-01,170,2015-06-01
521107,0,1999-02-01,1,NA,NA,5,0,3649,0.242,15,12971,12859,10000,2971,0,0,0,2015-06-01,221,2015-10-01
521112,0,2003-12-01,1,NA,NA,11,0,5342,0.364,20,9200,8476,8200,1000,0,0,0,2013-02-01,1774,2016-05-01
521123,0,2002-06-01,0,33,NA,7,0,14443,0.798,18,20277,19528,17500,2777,0,0,0,2011-12-01,14,2016-05-01
521127,0,1999-03-01,0,NA,NA,3,0,255,0.091,9,3930,3930,3200,730,0,0,0,2013-06-01,117,2016-05-01
521130,0,1992-08-01,1,NA,NA,7,0,50343,0.81,24,17583,17342,15000,2583,0,0,0,2013-06-01,508,2016-05-01
521132,0,2005-01-01,0,NA,NA,4,0,5184,0.411,6,11983,11850,8500,3483,0,0,0,2014-02-01,3162,2016-01-01
521139,0,1999-07-01,2,NA,NA,5,0,2289,0.395,25,3213,3213,3000,213,0,0,0,2012-06-01,59,2014-06-01
521140,0,1983-02-01,0,33,NA,14,0,15466,0.359,31,1890,1885,904,729,0,259,47,2011-07-01,126,2011-12-01
521177,0,1998-02-01,0,NA,111,4,1,9578,0.37,12,20082,19516,17500,2582,0,0,0,2011-11-01,25,2011-11-01
521178,0,1987-12-01,2,NA,NA,12,0,43186,0.666,21,5948,5948,3589,2350,0,10,0,2013-04-01,181,2013-02-01
521181,1,2001-02-01,0,16,NA,4,0,9094,0.919,13,13957,13635,11000,2937,19.36000002,0,0,2013-06-01,417,2014-01-01
521184,0,2005-04-01,0,NA,NA,3,0,1885,0.942,5,2807,2807,1401,1277,0,129,2,2012-05-01,117,2015-09-01
521187,0,2001-11-01,2,NA,NA,13,0,1603,0.147,30,8860,8610,8000,860,0,0,0,2012-07-01,2903,2014-03-01
521207,0,1999-03-01,1,NA,NA,8,0,19851,0.353,16,7708,7363,6425,1283,0,0,0,2014-04-01,1882,2015-12-01
521215,0,1997-03-01,0,NA,NA,8,0,44975,0.824,20,14103,13842,10600,3503,0,0,0,2015-06-01,265,2016-04-01
521234,0,1997-10-01,1,NA,NA,7,0,7080,0.833,15,11480,11305,9500,1980,0,0,0,2013-06-01,348,2013-06-01
521235,0,1994-07-01,2,NA,NA,9,0,15627,0.286,28,10191,9539,8400,1791,0,0,0,2015-06-01,184,2015-12-01
521253,0,2006-08-01,2,NA,NA,3,0,2742,0.741,5,3428,3428,33,50,0,3346,1171,2010-07-01,83,2016-05-01
521264,0,1997-10-01,0,NA,NA,7,0,14826,0.731,14,15252,13185,12725,2527,0,0,0,2012-07-01,8578,2016-05-01
521293,0,1987-04-01,0,65,118,18,1,40352,0.87,51,2110,1987,984,1116,0,11,4,2011-01-01,302,2011-01-01
521295,0,1982-11-01,0,NA,NA,11,0,9074,0.51,14,7216,7126,6000,1216,0,0,0,2015-06-01,125,2015-06-01
521309,0,1983-11-01,0,NA,105,12,1,16376,0.776,40,2850,2839,2500,350,0,0,0,2012-02-01,1302,2016-05-01
521311,0,1993-01-01,2,32,NA,11,0,9904,0.792,25,18638,18457,12800,5838,0,0,0,2014-09-01,136,2014-09-01
521325,0,1999-08-01,3,NA,NA,7,0,9732,0.721,24,7084,7084,6000,1039,45.00000011,0,0,2013-07-01,217,2015-03-01
521334,0,1995-08-01,0,NA,NA,11,0,28818,0.613,15,14763,14723,12000,2763,0,0,0,2013-06-01,448,2016-05-01
521336,0,1997-09-01,1,NA,NA,4,0,1831,0.05,19,7047,6868,6000,1047,0,0,0,2013-06-01,217,2013-06-01
521339,0,2000-11-01,0,NA,NA,5,0,12305,0.477,20,8806,8708,7275,1531,0,0,0,2014-12-01,1025,2015-01-01
521363,0,2002-11-01,0,NA,NA,8,0,14660,0.245,13,19977,18794,18000,1977,0,0,0,2012-11-01,3231,2012-11-01
521368,0,1999-08-01,1,NA,NA,15,0,48028,0.577,27,952,921,435,518,0,0,0,2010-09-01,319,2016-05-01
521396,0,1985-01-01,0,NA,NA,7,0,3405,0.355,17,163,163,71,51,0,43,1,2010-10-01,25,2011-03-01
521398,0,2006-02-01,0,NA,NA,3,0,2821,0.855,9,11883,11869,8000,3883,0,0,0,2015-06-01,235,2016-05-01
521401,0,1994-10-01,0,NA,NA,13,0,40982,0.574,40,20445,19071,15175,5270,0,0,0,2014-05-01,4527,2014-05-01
521404,0,1981-08-01,0,NA,108,19,1,18521,0.798,29,15661,15470,11500,4161,0,0,0,2014-11-01,2024,2016-05-01
521415,0,2004-04-01,0,NA,NA,6,0,10215,0.642,7,8038,7786,7000,1038,0,0,0,2012-07-01,1217,2015-07-01
521428,0,2003-03-01,0,NA,NA,16,0,13091,0.439,32,11900,11842,10025,1875,0,0,0,2013-06-01,359,2013-06-01
521431,0,2001-05-01,2,NA,NA,8,0,1107,0.066,14,4431,4371,4000,431,0,0,0,2013-06-01,144,2016-05-01
521452,0,1997-09-01,0,NA,NA,12,0,38915,0.636,24,24732,24547,20000,4732,0,0,0,2013-08-01,749,2013-08-01
521462,0,1996-05-01,0,25,NA,4,0,434,0.434,15,1516,1516,1133,348,0,36,1,2012-07-01,60,2012-12-01
521515,0,1998-12-01,1,NA,NA,7,0,639,0.079,11,8270,8075,7000,1269,0,0,0,2015-06-01,149,2015-09-01
521528,0,1994-06-01,0,25,NA,17,0,2777,0.062,30,6124,6114,5000,1109,15,0,0,2013-06-01,194,2014-01-01
521546,0,1994-07-01,0,NA,NA,4,0,0,0,17,2775,2775,2500,275,0,0,0,2012-09-01,80,2013-09-01
521558,0,1987-10-01,0,NA,NA,7,0,10518,0.773,25,15610,15399,11375,4235,0,0,0,2015-06-01,270,2015-06-01
521565,0,1997-11-01,0,NA,NA,10,0,0,0,15,2717,2690,2500,217,0,0,0,2012-01-01,1328,2012-01-01
521572,0,1988-10-01,0,NA,NA,10,0,5709,0.782,40,2017,2017,1800,217,0,0,0,2013-06-01,63,2016-04-01
521586,0,1985-03-01,1,32,NA,5,0,1634,0.056,25,12965,12801,10025,2940,0,0,0,2015-06-01,246,2016-05-01
521595,0,1994-04-01,0,NA,NA,4,0,2835,0.915,14,2966,2966,2500,466,0,0,0,2013-04-01,252,2015-04-01
521607,0,2000-11-01,0,NA,NA,19,0,5452,0.131,34,5861,5861,5300,561,0,0,0,2012-09-01,1608,2012-09-01
521621,0,1979-04-01,0,NA,NA,5,0,2957,0.108,22,19279,19186,15625,3654,0,0,0,2013-03-01,8025,2013-03-01
521625,0,2001-05-01,3,27,NA,2,0,258,0.86,10,6280,6210,5000,1280,0,0,0,2013-02-01,867,2015-05-01
521638,0,1997-08-01,0,NA,NA,7,0,987,0.987,15,3555,3555,3000,555,0,0,0,2013-06-01,107,2013-06-01
521667,0,1996-08-01,1,NA,NA,3,0,4103,0.733,8,9986,9153,9000,986,0,0,0,2011-05-01,7956,2016-04-01
521669,2,1989-11-01,0,15,NA,10,0,20270,0.487,15,24369,24167,16275,8094,0,0,0,2015-06-01,431,2015-06-01
521679,0,1994-10-01,2,36,NA,10,0,596,0.135,28,8951,8850,7500,1451,0,0,0,2013-06-01,284,2015-12-01
521681,1,1985-02-01,0,23,NA,3,0,0,0,13,1760,1672,1500,260,0,0,0,2012-03-01,750,2012-03-01
521684,0,1993-03-01,1,NA,NA,7,0,12736,0.46,13,14105,13916,10450,3640,15.00000001,0,0,2013-04-01,5792,2013-05-01
521687,0,1996-09-01,6,NA,NA,10,0,16976,0.335,35,21973,21094,20000,1973,0,0,0,2011-04-01,15900,2015-06-01
521697,1,1994-02-01,2,19,NA,18,0,85635,0.43,31,15157,14893,11625,3487,44.99999989,0,0,2014-11-01,2773,2016-03-01
521701,0,2006-01-01,2,NA,NA,7,0,4280,0.282,8,10548,10521,8000,2548,0,0,0,2012-12-01,4966,2014-01-01
521705,0,2002-10-01,3,NA,NA,7,0,8374,0.245,12,9391,8765,9000,391,0,0,0,2011-02-01,7445,2013-04-01
521709,0,1997-02-01,1,NA,NA,7,0,11539,0.583,16,13139,11601,13025,114,0,0,0,2010-07-01,13140,2010-07-01
521710,0,1993-02-01,0,78,NA,7,0,4980,0.263,23,13460,12399,12150,1310,0,0,0,2012-06-01,2609,2012-06-01
521713,0,1994-06-01,0,75,NA,7,0,3627,0.417,47,11597,10808,10000,1597,0,0,0,2013-06-01,343,2013-06-01
521740,0,1980-05-01,0,NA,NA,8,0,4030,0.282,17,3298,3298,3000,298,0,0,0,2013-01-01,548,2016-05-01
521758,0,1999-09-01,2,NA,NA,12,0,10592,0.89,21,1774,1774,1500,259,15,0,0,2013-06-01,52,2016-05-01
521759,0,2000-09-01,0,NA,NA,4,0,12901,0.909,6,7343,7283,6000,1343,0,0,0,2013-06-01,243,2015-03-01
521762,1,1996-02-01,1,23,NA,13,0,5629,0.191,23,7909,7847,6525,1384,0,0,0,2015-02-01,669,2015-09-01
521763,0,2002-10-01,0,NA,NA,6,0,4604,0.49,19,5601,5590,5000,601,0,0,0,2013-06-01,175,2016-04-01
521768,0,1995-01-01,2,NA,NA,4,0,0,0,12,2241,2241,2000,241,0,0,0,2013-06-01,72,2013-06-01
521780,0,2004-07-01,1,NA,NA,9,0,9484,0.73,12,14606,14606,12000,2606,0,0,0,2013-08-01,428,2013-07-01
521784,0,1991-11-01,0,NA,NA,5,0,22951,0.425,36,15443,12128,9353,5236,0,856,9,2013-12-01,35,2014-04-01
521796,0,1993-04-01,0,75,NA,15,0,47051,0.903,32,9730,9454,7000,2730,0,0,0,2014-05-01,2178,2016-05-01
521816,0,1999-12-01,0,47,NA,5,0,7249,0.449,10,10871,10556,9600,1271,0,0,0,2011-09-01,6376,2016-05-01
521819,3,2001-03-01,1,17,NA,3,0,152,0.089,7,2443,2443,2000,443,0,0,0,2013-06-01,77,2015-08-01
521820,2,1984-09-01,1,8,NA,12,0,13284,0.505,41,10226,10226,9000,1226,0,0,0,2011-06-01,6771,2016-03-01
521830,0,2002-09-01,0,46,NA,8,0,4591,0.516,9,6190,6190,5500,690,0,0,0,2011-08-01,3800,2015-09-01
521831,2,1996-12-01,0,13,NA,10,0,11436,0.581,45,2783,2523,2500,283,0,0,0,2013-03-01,312,2016-04-01
521851,0,2003-07-01,1,NA,NA,4,0,10778,0.627,11,14770,14306,12600,2170,0,0,0,2013-06-01,438,2013-06-01
521901,1,2004-06-01,0,16,NA,7,0,1722,0.164,13,1164,1164,1000,164,0,0,0,2013-02-01,165,2014-07-01
521924,0,1998-10-01,2,NA,NA,16,0,20301,0.313,38,12812,12533,10850,1962,0,0,0,2013-06-01,408,2013-06-01
521925,0,2001-05-01,0,NA,NA,4,0,7364,0.759,9,15481,15031,10775,4706,0,0,0,2014-04-01,3617,2016-05-01
521942,0,1999-10-01,1,NA,NA,8,0,7666,0.397,20,18304,17588,13225,5079,0,0,0,2015-07-01,323,2015-07-01
521963,0,1993-11-01,0,38,NA,17,0,34745,0.585,33,19542,18327,15450,4092,0,0,0,2013-06-01,587,2013-06-01
521973,0,1991-07-01,1,NA,NA,7,0,5392,0.394,12,8961,8631,8000,961,0,0,0,2013-06-01,293,2016-05-01
521974,0,1997-06-01,1,NA,NA,19,0,21134,0.322,90,12189,10997,11500,689,0,0,0,2011-03-01,4155,2011-03-01
521995,0,2002-09-01,0,NA,NA,11,0,351,0.008,13,11322,11112,10750,572,0,0,0,2011-03-01,8636,2011-03-01
521996,0,2005-08-01,3,NA,NA,9,0,3452,0.288,14,10049,9984,8925,1124,0,0,0,2013-05-01,573,2013-05-01
522000,0,1991-12-01,3,NA,NA,12,0,12353,0.454,46,10511,9659,9000,1511,0,0,0,2013-05-01,593,2016-05-01
522003,0,1999-01-01,0,NA,NA,6,0,33315,0.419,11,10109,9445,9025,1084,0,0,0,2013-06-01,304,2013-06-01
522006,0,1998-03-01,0,NA,NA,25,0,15371,0.232,63,18207,16667,13200,5007,0,0,0,2013-01-01,8177,2016-05-01
522012,3,1963-01-01,0,12,NA,12,0,21003,0.657,35,9745,9652,8000,1745,0,0,0,2013-01-01,1627,2016-05-01
522022,0,1977-07-01,0,NA,NA,5,0,1611,0.054,21,6147,6070,4291,1599,15,243,3,2014-06-01,129,2014-11-01
522028,0,1997-11-01,3,NA,NA,8,0,2165,0.941,11,2352,1749,1122,1231,0,0,0,2011-06-01,197,2016-05-01
522030,0,1998-08-01,0,NA,NA,7,0,25424,0.78,19,31576,31358,25000,6490,86.12,0,0,2013-07-01,931,2013-07-01
522048,0,1991-09-01,0,NA,NA,10,0,8023,0.431,20,3187,1320,1576,1562,0,51,18,2011-07-01,151,2016-05-01
522052,0,2000-04-01,0,NA,NA,8,0,1912,0.341,10,4724,4389,4000,724,0,0,0,2013-06-01,157,2016-05-01
522055,0,1995-12-01,0,NA,NA,4,0,10334,0.63,8,5841,5656,5000,841,0,0,0,2013-06-01,170,2013-06-01
522056,3,1986-08-01,0,3,NA,15,0,32169,0.609,24,21169,20809,18150,3019,0,0,0,2011-11-01,2776,2016-05-01
522058,0,1995-09-01,0,NA,NA,19,0,24296,0.895,36,28045,24375,20000,8045,0,0,0,2013-06-01,10586,2016-03-01
